"filename", "language", "TypeScript", "JavaScript", "JSON", "Markdown", "JSON with Comments", "comment", "blank", "total"
"/home/william/Scality/arsenal/lib/storage/metadata/mongoclient/ListRecordStream.js", "JavaScript", 0, 109, 0, 0, 0, 79, 10, 198
"/home/william/Scality/arsenal/lib/storage/metadata/mongoclient/LogConsumer.js", "JavaScript", 0, 104, 0, 0, 0, 42, 10, 156
"/home/william/Scality/arsenal/lib/storage/metadata/mongoclient/MongoClientInterface.ts", "TypeScript", 2248, 0, 0, 0, 0, 674, 128, 3050
"/home/william/Scality/arsenal/lib/storage/metadata/mongoclient/Mongoclient.md", "Markdown", 0, 0, 0, 240, 0, 0, 93, 333
"/home/william/Scality/arsenal/lib/storage/metadata/mongoclient/readStream.js", "JavaScript", 0, 141, 0, 0, 0, 1, 20, 162
"/home/william/Scality/arsenal/lib/storage/metadata/mongoclient/utils.ts", "TypeScript", 168, 0, 0, 0, 0, 55, 32, 255
"/home/william/Scality/arsenal/lib/storage/metadata/proxy/BucketdRoutes.js", "JavaScript", 0, 253, 0, 0, 0, 94, 29, 376
"/home/william/Scality/arsenal/lib/storage/metadata/proxy/README.md", "Markdown", 0, 0, 0, 26, 0, 0, 7, 33
"/home/william/Scality/arsenal/lib/storage/metadata/proxy/Server.js", "JavaScript", 0, 73, 0, 0, 0, 22, 10, 105
"/home/william/Scality/arsenal/lib/storage/metadata/proxy/utils.js", "JavaScript", 0, 117, 0, 0, 0, 59, 9, 185
"/home/william/Scality/arsenal/lib/storage/utils.js", "JavaScript", 0, 107, 0, 0, 0, 12, 16, 135
"/home/william/Scality/arsenal/lib/stream/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"/home/william/Scality/arsenal/lib/stream/readJSONStreamObject.ts", "TypeScript", 33, 0, 0, 0, 0, 8, 2, 43
"/home/william/Scality/arsenal/lib/stringHash.ts", "TypeScript", 8, 0, 0, 0, 0, 11, 3, 22
"/home/william/Scality/arsenal/lib/testing/matrix.js", "JavaScript", 0, 98, 0, 0, 0, 101, 13, 212
"/home/william/Scality/arsenal/lib/types.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 5, 23
"/home/william/Scality/arsenal/lib/versioning/Version.ts", "TypeScript", 114, 0, 0, 0, 0, 146, 22, 282
"/home/william/Scality/arsenal/lib/versioning/VersionID.ts", "TypeScript", 173, 0, 0, 0, 0, 169, 30, 372
"/home/william/Scality/arsenal/lib/versioning/VersioningRequestProcessor.ts", "TypeScript", 428, 0, 0, 0, 0, 225, 24, 677
"/home/william/Scality/arsenal/lib/versioning/WriteCache.ts", "TypeScript", 112, 0, 0, 0, 0, 90, 12, 214
"/home/william/Scality/arsenal/lib/versioning/WriteGatheringManager.ts", "TypeScript", 95, 0, 0, 0, 0, 52, 11, 158
"/home/william/Scality/arsenal/lib/versioning/constants.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 2, 29
"/home/william/Scality/arsenal/lib/versioning/index.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 23521, 8921, 2611, 776, 141, 11380, 3651, 51001
